ID,Calories_Burned
TEST_0329,69.81
TEST_0330,11.2
TEST_0331,131.09
TEST_0332,9.8
TEST_0333,90.62
TEST_0334,39.24
TEST_0335,97.82
TEST_0336,105.15
TEST_0337,157.17
TEST_0338,96.17
TEST_0339,120.48
TEST_0340,25.91
TEST_0341,214.61
TEST_0342,82.32
TEST_0343,139.97
TEST_0344,92.17
TEST_0345,11.75
TEST_0346,28.49
TEST_0347,73.77
TEST_0348,25.74
TEST_0349,167.75
TEST_0350,185.49
TEST_0351,62.36
TEST_0352,132.09
TEST_0353,60.05
TEST_0354,65.75
TEST_0355,2.16
TEST_0356,160.5
TEST_0357,182.74
TEST_0358,120.17
TEST_0359,127.94
TEST_0360,68.37
TEST_0361,129.71
TEST_0362,137.67
TEST_0363,24.19
TEST_0364,166.27
TEST_0365,31.56
TEST_0366,129.62
TEST_0367,24.36
TEST_0368,207.94
TEST_0369,127.95
TEST_0370,26.59
TEST_0371,114.7
TEST_0372,91.06
TEST_0373,131.49
TEST_0374,20.58
TEST_0375,187.25
TEST_0376,208.09
TEST_0377,199.98
TEST_0378,51.92
TEST_0379,77.02
TEST_0380,154.98
TEST_0381,25.61
TEST_0382,29.92
TEST_0383,207.76
TEST_0384,6.02
TEST_0385,3.94
TEST_0386,169.77
TEST_0387,91.7
TEST_0388,114.61
TEST_0389,174.51
TEST_0390,175.52
TEST_0391,19.25
TEST_0392,115.17
TEST_0393,133.23
TEST_0394,33.95
TEST_0395,168.08
TEST_0396,96.61
TEST_0397,19.67
TEST_0398,113.44
TEST_0399,128.18
TEST_0400,89.91
TEST_0401,189.04
TEST_0402,153.13
TEST_0403,145.6
TEST_0404,115.59
TEST_0405,95.82
TEST_0406,18.96
TEST_0407,67.53
TEST_0408,165.6
TEST_0409,191.46
TEST_0410,106.34
TEST_0411,215.61
TEST_0412,7.97
TEST_0413,54.39
TEST_0414,164.93
TEST_0415,10.48
TEST_0416,54.57
TEST_0417,85.77
TEST_0418,21.14
TEST_0419,7.06
TEST_0420,157.72
TEST_0421,34.43
TEST_0422,86.5
TEST_0423,70.04
TEST_0424,137.85
TEST_0425,44.72
TEST_0426,42.71
TEST_0427,9.74
TEST_0428,66.71
TEST_0429,98.35
TEST_0430,106.24
TEST_0431,211.59
TEST_0432,56.51
TEST_0433,2.22
TEST_0434,177.9
TEST_0435,44.1
TEST_0436,53.74
TEST_0437,158.89
TEST_0438,47.84
TEST_0439,177.96
TEST_0440,216.97
TEST_0441,44.97
TEST_0442,46.88
TEST_0443,69.81
TEST_0444,218.05
TEST_0445,139.99
TEST_0446,163.13
TEST_0447,44.28
TEST_0448,90.49
TEST_0449,49.75
TEST_0450,100.95
TEST_0451,122.0
TEST_0452,78.64
TEST_0453,54.89
TEST_0454,34.16
TEST_0455,42.25
TEST_0456,121.4
TEST_0457,147.54
TEST_0458,176.31
TEST_0459,145.42
TEST_0460,89.09
TEST_0461,206.07
TEST_0462,71.52
TEST_0463,109.78
TEST_0464,93.66
TEST_0465,40.29
TEST_0466,102.2
TEST_0467,55.63
TEST_0468,143.33
TEST_0469,5.56
TEST_0470,90.79
TEST_0471,30.32
TEST_0472,49.08
TEST_0473,21.99
TEST_0474,176.5
TEST_0475,183.25
TEST_0476,25.41
TEST_0477,38.0
TEST_0478,25.14
TEST_0479,33.87
TEST_0480,40.5
TEST_0481,25.26
TEST_0482,182.35
TEST_0483,135.0
TEST_0484,58.84
TEST_0485,6.87
TEST_0486,3.09
TEST_0487,215.91
TEST_0488,19.04
TEST_0489,7.74
TEST_0490,191.4
TEST_0491,84.89
TEST_0492,78.05
TEST_0493,45.15
TEST_0494,90.71
TEST_0495,49.95
TEST_0496,23.11
TEST_0497,14.25
TEST_0498,132.27
TEST_0499,119.41
TEST_0500,16.11
TEST_0501,114.81
TEST_0502,172.7
TEST_0503,22.1
TEST_0504,100.01
TEST_0505,20.98
TEST_0506,161.5
TEST_0507,64.39
TEST_0508,180.22
TEST_0509,123.68
TEST_0510,70.01
TEST_0511,86.02
TEST_0512,34.47
TEST_0513,44.45
TEST_0514,61.61
TEST_0515,138.55
TEST_0516,151.92
TEST_0517,6.39
TEST_0518,178.51
TEST_0519,26.08
TEST_0520,58.72
TEST_0521,91.81
TEST_0522,208.53
TEST_0523,120.69
TEST_0524,97.68
TEST_0525,71.95
TEST_0526,118.21
TEST_0527,6.72
TEST_0528,171.28
TEST_0529,196.32
TEST_0530,70.52
TEST_0531,134.98
TEST_0532,29.06
TEST_0533,137.39
TEST_0534,102.09
TEST_0535,104.87
TEST_0536,5.26
TEST_0537,126.08
TEST_0538,62.79
TEST_0539,44.23
TEST_0540,125.92
TEST_0541,16.63
TEST_0542,139.49
TEST_0543,89.52
TEST_0544,83.56
TEST_0545,87.64
TEST_0546,19.14
TEST_0547,100.34
TEST_0548,177.24
TEST_0549,22.46
TEST_0550,44.25
TEST_0551,134.85
TEST_0552,119.37
TEST_0553,116.93
TEST_0554,72.02
TEST_0555,21.65
TEST_0556,144.83
TEST_0557,97.72
TEST_0558,207.14
TEST_0559,35.13
TEST_0560,3.53
TEST_0561,25.06
TEST_0562,191.94
TEST_0563,92.8
TEST_0564,54.56
TEST_0565,143.48
TEST_0566,33.58
TEST_0567,137.55
TEST_0568,3.35
TEST_0569,32.83
TEST_0570,36.18
TEST_0571,35.22
TEST_0572,25.21
TEST_0573,181.27
TEST_0574,51.55
TEST_0575,11.08
TEST_0576,14.01
TEST_0577,54.89
TEST_0578,25.03
TEST_0579,195.0
TEST_0580,85.4
TEST_0581,236.96
TEST_0582,90.3
TEST_0583,39.38
TEST_0584,89.25
TEST_0585,38.63
TEST_0586,107.35
TEST_0587,160.78
TEST_0588,162.08
TEST_0589,18.81
TEST_0590,153.53
TEST_0591,227.33
TEST_0592,27.03
TEST_0593,200.44
TEST_0594,73.4
TEST_0595,23.81
TEST_0596,9.57
TEST_0597,145.8
TEST_0598,144.08
TEST_0599,75.04
TEST_0600,187.29
TEST_0601,74.35
TEST_0602,242.83
TEST_0603,168.46
TEST_0604,148.84
TEST_0605,81.96
TEST_0606,122.91
TEST_0607,36.26
TEST_0608,107.95
TEST_0609,105.13
TEST_0610,59.87
TEST_0611,108.52
TEST_0612,124.96
TEST_0613,35.76
TEST_0614,20.86
TEST_0615,17.4
TEST_0616,88.65
TEST_0617,195.72
TEST_0618,28.19
TEST_0619,141.5
TEST_0620,201.14
TEST_0621,4.67
TEST_0622,33.87
TEST_0623,19.65
TEST_0624,61.44
TEST_0625,64.27
TEST_0626,97.15
TEST_0627,241.98
TEST_0628,90.71
TEST_0629,94.55
TEST_0630,23.14
TEST_0631,52.08
TEST_0632,200.8
TEST_0633,75.08
TEST_0634,42.13
TEST_0635,35.64
TEST_0636,148.9
TEST_0637,118.88
TEST_0638,47.57
TEST_0639,137.68
TEST_0640,25.74
TEST_0641,28.73
TEST_0642,83.98
TEST_0643,43.93
TEST_0644,6.79
TEST_0645,186.93
TEST_0646,68.51
TEST_0647,74.1
TEST_0648,28.2
TEST_0649,82.92
TEST_0650,80.82
TEST_0651,154.7
TEST_0652,92.18
TEST_0653,7.42
TEST_0654,11.17
TEST_0655,9.51
TEST_0656,108.35
TEST_0657,92.67
TEST_0658,8.9
TEST_0659,30.77
TEST_0660,12.59
TEST_0661,67.41
TEST_0662,98.52
TEST_0663,12.92
TEST_0664,89.16
TEST_0665,66.36
TEST_0666,163.11
TEST_0667,176.02
TEST_0668,68.78
TEST_0669,244.59
TEST_0670,133.32
TEST_0671,28.24
TEST_0672,104.79
TEST_0673,104.21
TEST_0674,75.67
TEST_0675,188.57
TEST_0676,19.41
TEST_0677,118.26
TEST_0678,67.08
TEST_0679,79.17
TEST_0680,2.98
TEST_0681,108.24
TEST_0682,161.67
TEST_0683,8.35
TEST_0684,9.3
TEST_0685,24.27
TEST_0686,165.9
TEST_0687,60.96
TEST_0688,92.21
TEST_0689,76.79
TEST_0690,252.03
TEST_0691,16.82
TEST_0692,230.47
TEST_0693,196.0
TEST_0694,127.41
TEST_0695,50.3
TEST_0696,125.02
TEST_0697,72.01
TEST_0698,76.54
TEST_0699,102.96
TEST_0700,156.31
TEST_0701,75.61
TEST_0702,59.82
TEST_0703,212.26
TEST_0704,71.11
TEST_0705,25.67
TEST_0706,121.14
TEST_0707,27.98
TEST_0708,6.53
TEST_0709,53.14
TEST_0710,67.61
TEST_0711,9.36
TEST_0712,44.85
TEST_0713,11.46
TEST_0714,164.97
TEST_0715,124.02
TEST_0716,10.53
TEST_0717,8.66
TEST_0718,133.61
TEST_0719,53.19
TEST_0720,107.83
TEST_0721,72.58
TEST_0722,130.08
TEST_0723,69.83
TEST_0724,112.68
TEST_0725,106.86
TEST_0726,35.98
TEST_0727,52.5
TEST_0728,181.48
TEST_0729,83.02
TEST_0730,217.86
TEST_0731,101.16
TEST_0732,6.84
TEST_0733,194.04
TEST_0734,73.27
TEST_0735,79.07
TEST_0736,50.88
TEST_0737,35.27
TEST_0738,149.22
TEST_0739,225.92
TEST_0740,135.76
TEST_0741,22.18
TEST_0742,55.27
TEST_0743,52.98
TEST_0744,44.87
TEST_0745,17.95
TEST_0746,16.93
TEST_0747,89.05
TEST_0748,211.05
TEST_0749,192.12
TEST_0750,73.87
TEST_0751,15.01
TEST_0752,4.01
TEST_0753,53.77
TEST_0754,90.26
TEST_0755,27.18
TEST_0756,180.46
TEST_0757,50.63
TEST_0758,29.01
TEST_0759,112.98
TEST_0760,85.27
TEST_0761,100.19
TEST_0762,89.82
TEST_0763,85.31
TEST_0764,59.46
TEST_0765,165.94
TEST_0766,3.99
TEST_0767,11.18
TEST_0768,87.35
TEST_0769,64.52
TEST_0770,7.54
TEST_0771,50.73
TEST_0772,165.1
TEST_0773,4.64
TEST_0774,141.74
TEST_0775,32.57
TEST_0776,215.11
TEST_0777,112.66
TEST_0778,174.27
TEST_0779,105.72
TEST_0780,212.48
TEST_0781,161.86
TEST_0782,19.33
TEST_0783,30.32
TEST_0784,133.69
TEST_0785,20.16
TEST_0786,89.8
TEST_0787,149.58
TEST_0788,90.79
TEST_0789,9.58
TEST_0790,145.36
TEST_0791,156.5
TEST_0792,32.1
TEST_0793,29.55
TEST_0794,154.5
TEST_0795,73.38
TEST_0796,46.73
TEST_0797,113.77
TEST_0798,3.97
TEST_0799,243.53
TEST_0800,77.81
TEST_0801,38.92
TEST_0802,26.9
TEST_0803,155.58
TEST_0804,3.66
TEST_0805,7.93
TEST_0806,77.48
TEST_0807,109.38
TEST_0808,78.83
TEST_0809,150.64
TEST_0810,76.43
TEST_0811,132.41
TEST_0812,142.56
TEST_0813,54.64
TEST_0814,62.87
TEST_0815,44.32
TEST_0816,8.74
TEST_0817,89.92
TEST_0818,58.07
TEST_0819,65.14
TEST_0820,7.28
TEST_0821,134.9
TEST_0822,101.62
TEST_0823,46.25
TEST_0824,62.16
TEST_0825,144.6
TEST_0826,74.39
TEST_0827,87.31
TEST_0828,41.22
TEST_0829,15.37
TEST_0830,102.9
TEST_0831,171.03
TEST_0832,9.22
TEST_0833,31.98
TEST_0834,73.07
TEST_0835,224.34
TEST_0836,124.88
TEST_0837,197.89
TEST_0838,195.73
TEST_0839,9.53
TEST_0840,238.27
TEST_0841,18.25
TEST_0842,155.84
TEST_0843,149.04
TEST_0844,116.24
TEST_0845,59.36
TEST_0846,32.61
TEST_0847,3.3
TEST_0848,174.75
TEST_0849,57.49
TEST_0850,39.06
TEST_0851,204.26
TEST_0852,3.88
TEST_0853,95.47
TEST_0854,48.64
TEST_0855,166.83
TEST_0856,33.27
TEST_0857,198.4
TEST_0858,76.69
TEST_0859,36.5
TEST_0860,169.17
TEST_0861,20.49
TEST_0862,94.37
TEST_0863,187.4
TEST_0864,125.52
TEST_0865,81.18
TEST_0866,7.04
TEST_0867,61.38
TEST_0868,57.48
TEST_0869,126.05
TEST_0870,161.98
TEST_0871,144.61
TEST_0872,126.14
TEST_0873,161.38
TEST_0874,184.36
TEST_0875,70.16
TEST_0876,49.13
TEST_0877,24.18
TEST_0878,173.58
TEST_0879,44.74
TEST_0880,103.93
TEST_0881,113.48
TEST_0882,44.44
TEST_0883,114.2
TEST_0884,83.2
TEST_0885,58.07
TEST_0886,43.26
TEST_0887,78.42
TEST_0888,6.53
TEST_0889,204.95
TEST_0890,93.69
TEST_0891,153.93
TEST_0892,96.21
TEST_0893,45.52
TEST_0894,166.27
TEST_0895,146.82
TEST_0896,89.41
TEST_0897,135.81
TEST_0898,54.03
TEST_0899,45.78
TEST_0900,142.06
TEST_0901,84.09
TEST_0902,2.97
TEST_0903,170.87
TEST_0904,33.1
TEST_0905,12.96
TEST_0906,114.28
TEST_0907,42.58
TEST_0908,60.27
TEST_0909,49.9
TEST_0910,137.44
TEST_0911,40.07
TEST_0912,166.44
TEST_0913,32.22
TEST_0914,13.01
TEST_0915,159.05
TEST_0916,161.0
TEST_0917,75.02
TEST_0918,3.05
TEST_0919,96.62
TEST_0920,55.87
TEST_0921,89.54
TEST_0922,206.71
TEST_0923,269.27
TEST_0924,8.33
TEST_0925,22.85
TEST_0926,77.23
TEST_0927,201.89
TEST_0928,162.25
TEST_0929,17.48
TEST_0930,107.15
TEST_0931,131.06
TEST_0932,35.53
TEST_0933,120.54
TEST_0934,115.68
TEST_0935,42.28
TEST_0936,99.87
TEST_0937,53.28
TEST_0938,137.72
TEST_0939,211.06
TEST_0940,5.46
TEST_0941,198.04
TEST_0942,16.57
TEST_0943,27.94
TEST_0944,103.42
TEST_0945,207.83
TEST_0946,145.95
TEST_0947,50.01
TEST_0948,71.72
TEST_0949,106.99
TEST_0950,87.12
TEST_0951,96.72
TEST_0952,12.67
TEST_0953,208.97
TEST_0954,147.72
TEST_0955,48.81
TEST_0956,101.01
TEST_0957,7.22
TEST_0958,145.26
TEST_0959,5.01
TEST_0960,7.08
TEST_0961,4.53
TEST_0962,88.32
TEST_0963,141.37
TEST_0964,22.39
TEST_0965,96.02
TEST_0966,198.42
TEST_0967,114.52
TEST_0968,7.17
TEST_0969,172.86
TEST_0970,192.09
TEST_0971,51.95
TEST_0972,135.7
TEST_0973,194.9
TEST_0974,8.63
TEST_0975,102.64
TEST_0976,101.78
TEST_0977,124.66
TEST_0978,131.67
TEST_0979,61.5
TEST_0980,40.28
TEST_0981,60.26
TEST_0982,16.43
TEST_0983,149.06
TEST_0984,61.51
TEST_0985,9.46
TEST_0986,182.01
TEST_0987,77.68
TEST_0988,55.7
TEST_0989,123.23
TEST_0990,26.09
TEST_0991,179.77
TEST_0992,174.68
TEST_0993,10.72
TEST_0994,37.77
TEST_0995,64.57
TEST_0996,48.62
TEST_0997,62.18
TEST_0998,162.27
TEST_0999,19.23
TEST_1000,50.42
TEST_1001,37.22
TEST_1002,45.56
TEST_1003,13.45
TEST_1004,36.47
TEST_1005,16.62
TEST_1006,129.11
TEST_1007,35.19
TEST_1008,100.95
TEST_1009,63.14
TEST_1010,32.73
TEST_1011,25.8
TEST_1012,44.52
TEST_1013,156.39
TEST_1014,48.12
TEST_1015,132.75
TEST_1016,92.6
TEST_1017,163.54
TEST_1018,23.99
TEST_1019,94.05
TEST_1020,146.87
TEST_1021,74.42
TEST_1022,131.35
TEST_1023,29.89
TEST_1024,170.37
TEST_1025,203.91
TEST_1026,7.56
TEST_1027,29.74
TEST_1028,61.85
TEST_1029,192.83
TEST_1030,158.2
TEST_1031,118.56
TEST_1032,79.48
TEST_1033,171.59
TEST_1034,85.29
TEST_1035,45.51
TEST_1036,132.36
TEST_1037,85.3
TEST_1038,120.01
TEST_1039,158.68
TEST_1040,105.91
TEST_1041,173.6
TEST_1042,224.2
TEST_1043,103.59
TEST_1044,222.48
TEST_1045,134.12
TEST_1046,4.56
TEST_1047,47.06
TEST_1048,19.16
TEST_1049,162.22
TEST_1050,14.42
TEST_1051,15.86
TEST_1052,89.99
TEST_1053,59.51
TEST_1054,93.27
TEST_1055,59.36
TEST_1056,93.64
TEST_1057,115.24
TEST_1058,58.25
TEST_1059,44.45
TEST_1060,8.61
TEST_1061,36.45
TEST_1062,3.22
TEST_1063,10.1
TEST_1064,77.7
TEST_1065,5.13
TEST_1066,163.05
TEST_1067,38.34
TEST_1068,65.53
TEST_1069,22.11
TEST_1070,120.82
TEST_1071,12.98
TEST_1072,57.83
TEST_1073,74.19
TEST_1074,167.63
TEST_1075,54.85
TEST_1076,9.05
TEST_1077,80.59
TEST_1078,44.4
TEST_1079,30.66
TEST_1080,158.21
TEST_1081,117.54
TEST_1082,58.78
TEST_1083,128.95
TEST_1084,13.9
TEST_1085,48.54
TEST_1086,116.47
TEST_1087,15.15
TEST_1088,174.08
TEST_1089,119.6
TEST_1090,206.97
TEST_1091,7.53
TEST_1092,93.19
TEST_1093,80.67
TEST_1094,109.45
TEST_1095,137.18
TEST_1096,11.06
TEST_1097,88.82
TEST_1098,26.96
TEST_1099,42.39
TEST_1100,63.24
TEST_1101,67.59
TEST_1102,30.32
TEST_1103,148.77
TEST_1104,128.55
TEST_1105,27.35
TEST_1106,62.24
TEST_1107,192.12
TEST_1108,155.97
TEST_1109,125.29
TEST_1110,78.37
TEST_1111,149.47
TEST_1112,78.67
TEST_1113,60.67
TEST_1114,122.71
TEST_1115,87.02
TEST_1116,126.92
TEST_1117,171.96
TEST_1118,132.04
TEST_1119,108.02
TEST_1120,57.45
TEST_1121,30.94
TEST_1122,80.08
TEST_1123,104.06
TEST_1124,142.28
TEST_1125,190.83
TEST_1126,148.56
TEST_1127,36.42
TEST_1128,12.79
TEST_1129,90.72
TEST_1130,26.7
TEST_1131,77.34
TEST_1132,121.81
TEST_1133,149.65
TEST_1134,63.94
TEST_1135,32.98
TEST_1136,255.18
TEST_1137,205.84
TEST_1138,135.75
TEST_1139,73.57
TEST_1140,31.29
TEST_1141,135.17
TEST_1142,124.49
TEST_1143,208.07
TEST_1144,8.0
TEST_1145,21.94
TEST_1146,8.98
TEST_1147,151.53
TEST_1148,173.3
TEST_1149,31.23
TEST_1150,157.27
TEST_1151,126.96
TEST_1152,10.16
TEST_1153,78.29
TEST_1154,57.56
TEST_1155,12.91
TEST_1156,175.87
TEST_1157,97.9
TEST_1158,125.68
TEST_1159,135.55
TEST_1160,58.36
TEST_1161,157.02
TEST_1162,147.53
TEST_1163,159.42
TEST_1164,97.28
TEST_1165,97.62
TEST_1166,155.08
TEST_1167,109.05
TEST_1168,19.4
TEST_1169,50.06
TEST_1170,8.96
TEST_1171,53.9
TEST_1172,18.95
TEST_1173,27.73
TEST_1174,136.86
TEST_1175,10.27
TEST_1176,12.39
TEST_1177,181.94
TEST_1178,77.31
TEST_1179,61.54
TEST_1180,63.28
TEST_1181,204.41
TEST_1182,4.0
TEST_1183,144.09
TEST_1184,27.49
TEST_1185,74.67
TEST_1186,8.01
TEST_1187,191.04
TEST_1188,200.28
TEST_1189,105.97
TEST_1190,32.22
TEST_1191,109.15
TEST_1192,182.59
TEST_1193,92.78
TEST_1194,60.19
TEST_1195,97.79
TEST_1196,9.76
TEST_1197,143.49
TEST_1198,196.83
TEST_1199,41.34
TEST_1200,85.31
TEST_1201,256.23
TEST_1202,102.25
TEST_1203,16.24
TEST_1204,124.25
TEST_1205,39.09
TEST_1206,10.99
TEST_1207,214.82
TEST_1208,133.87
TEST_1209,55.18
TEST_1210,138.06
TEST_1211,20.13
TEST_1212,34.26
TEST_1213,12.63
TEST_1214,62.37
TEST_1215,27.79
TEST_1216,145.84
TEST_1217,117.51
TEST_1218,8.46
TEST_1219,184.3
TEST_1220,57.39
TEST_1221,128.66
TEST_1222,180.88
TEST_1223,154.28
TEST_1224,68.6
TEST_1225,196.11
TEST_1226,194.7
TEST_1227,75.54
TEST_1228,72.11
TEST_1229,68.01
TEST_1230,106.64
TEST_1231,16.17
TEST_1232,75.58
TEST_1233,36.58
TEST_1234,10.32
TEST_1235,172.91
TEST_1236,134.96
TEST_1237,55.37
TEST_1238,100.7
TEST_1239,19.36
TEST_1240,195.03
TEST_1241,117.45
TEST_1242,178.18
TEST_1243,39.06
TEST_1244,7.2
TEST_1245,90.97
TEST_1246,23.79
TEST_1247,8.0
TEST_1248,8.22
TEST_1249,119.4
TEST_1250,85.72
TEST_1251,60.55
TEST_1252,27.77
TEST_1253,94.76
TEST_1254,115.23
TEST_1255,103.6
TEST_1256,205.64
TEST_1257,25.3
TEST_1258,140.97
TEST_1259,40.8
TEST_1260,39.29
TEST_1261,156.88
TEST_1262,58.03
TEST_1263,36.71
TEST_1264,47.14
TEST_1265,51.82
TEST_1266,161.11
TEST_1267,200.25
TEST_1268,45.04
TEST_1269,168.26
